,name,rating,reviews,salaries,jobs,ctypes,rated_for
9323,Ekeeda,4.0,72,98,3,EdTech | 51-200 Employees | Startup | 7 years old | Mumbai +4 more,"Work Life Balance, Company Culture, Skill Development / Learning"
9324,Telligent (A Verint Company),3.1,72,619,1,Software Product | 1-10 Employees | 19 years old | Frisco +2 more,"Promotions / Appraisal, Job Security, Work Satisfaction"
9325,Birdeye,3.7,72,583,3,Marketing & Advertising | 201-500 Employees | 11 years old | Palo Alto +1 more,Salary & Benefits
9326,KLM Laboratories,3.9,72,406,--,51-200 Employees | Vadodara +15 more,Job Security
9327,Simplify Healthcare,3.2,72,873,36,Software Product | 501-1k Employees | 15 years old | Chicago +3 more,"Skill Development / Learning, Work Life Balance"
9328,Sharayu Hyundai,4.9,72,97,--,10k-50k Employees | 36 years old | Mumbai +4 more,"Company Culture, Work Life Balance, Skill Development / Learning"
9329,Jarvis Technology and Strategy Consulting,3.2,72,560,9,Management Consulting | 201-500 Employees (Global) | 7 years old | Mumbai +19 more,Job Security
9330,Tracks Components,3.4,72,635,--,1k-5k Employees | 21 years old | Gurgaon +6 more,"Promotions / Appraisal, Salary & Benefits"
9331,Valu Connex Telecom Services Private,4.3,72,271,1,Telecom | 51-200 Employees | 12 years old | Navi Mumbai +26 more,"Work Life Balance, Work Satisfaction, Job Security"
9332,Doctors for you,3.9,72,343,3,Non-Profit | 501-1k Employees | 16 years old | bombay +24 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9333,Trellix,3.5,72,486,5,Hardware & Networking | 1k-5k Employees (Global) | 1 years old | Silicon Valley +1 more,Work Life Balance
9334,Hitachi Astemo Brake Systems India Jalgaon Plant,4.1,72,147,--,Jalgaon +9 more,"Company Culture, Skill Development / Learning, Job Security"
9335,Techjays,4.6,72,108,--,IT Services & Consulting | 51-200 Employees | 5 years old | Santa Cruz +3 more,"Skill Development / Learning, Company Culture, Job Security"
9336,BuyMore,3.9,72,110,2,Bengaluru/Bangalore +3 more,"Skill Development / Learning, Job Security, Company Culture"
9337,Infinity Learn,3.1,72,568,61,EdTech | 501-1k Employees | Startup | 2 years old | Hyderabad +4 more,"Work Satisfaction, Promotions / Appraisal, Job Security"
9338,Gainwell Technologies,4.1,72,699,40,IT Services & Consulting | 501-1k Employees | 14 years old | Virginia +7 more,"Job Security, Work Life Balance, Company Culture"
9339,Yocket,3.8,72,338,12,Education & Training | 201-500 Employees | Mumbai +3 more,"Work Life Balance, Company Culture"
9340,GBH Auto Mechanics & Services,2.6,72,24,2,Kolkata +3 more,"Company Culture, Work Satisfaction, Job Security"
9341,Olam,3.7,71,573,65,FMCG | Forbes Global 2000 | Chennai +10 more,Job Security
9342,SISA Information Security,2.6,71,704,26,Hardware & Networking | 201-500 Employees | 20 years old | Bangalore +10 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9343,SP Software,3.8,71,661,14,IT Services & Consulting | 501-1k Employees | 28 years old | Hyderabad +4 more,Work Life Balance
9344,Unicommerce Esolutions,3.7,71,633,56,Software Product | 201-500 Employees | Startup | 11 years old | Gurgaon +2 more,Company Culture
9345,Detroit Engineered Products,3.2,71,544,3,Automobile | 201-500 Employees | 25 years old | Troy +5 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9346,Prolific Systems & Technologies,4.0,71,454,--,Education & Training | 51-200 Employees | 26 years old | Thane +15 more,"Skill Development / Learning, Work Satisfaction, Company Culture"
9347,Danaher,3.8,71,599,--,Pharma | 1k-5k Employees | Forbes Global 2000 | 39 years old | Washington +10 more,
9348,W3Global,3.3,71,456,7,Recruitment | 201-500 Employees | 17 years old | Frisco +4 more,
9349,E2E Networks,3.6,71,395,17,Hardware & Networking | 51-200 Employees | Public | 14 years old | Delhi +6 more,
9350,Monotech Systems,4.0,71,534,2,Printing & Publishing | 51-200 Employees | 24 years old | Chennai +12 more,"Work Life Balance, Job Security"
9351,Thakral Services India,3.5,71,305,--,Law Enforcement & Security | 501-1k Employees | 40 years old | Bangalore +9 more,"Promotions / Appraisal, Salary & Benefits"
9352,DiacriTech,3.2,71,513,--,Printing & Publishing | 201-500 Employees | 26 years old | Chennai +3 more,"Company Culture, Work Life Balance, Job Security"
9353,Wadhokar,3.4,71,482,--,Auto Components | 51-200 Employees | 55 years old | Pune +4 more,Promotions / Appraisal
9354,Mahaveer Group,2.8,71,484,--,Real Estate | 11-50 Employees | 25 years old | Bengaluru +10 more,"Promotions / Appraisal, Job Security, Company Culture"
9355,Aditya Hospital,4.0,71,298,2,Healthcare | 51-200 Employees | 25 years old | Hyderabad +12 more,
9356,Sanghi Brothers,3.2,71,435,4,Auto Components | 501-1k Employees | 73 years old | Indore +5 more,"Promotions / Appraisal, Salary & Benefits"
9357,Vantage Integrated Security Solutions,3.5,71,417,19,Electronics Manufacturing | 51-200 Employees | 33 years old | West Midlands +10 more,
9358,Access Infotech,4.2,71,366,11,IT Services & Consulting | 51-200 Employees | 28 years old | Chandigarh +12 more,"Job Security, Skill Development / Learning, Work Life Balance"
9359,Cascade Revenue Management,2.8,71,396,--,IT Services & Consulting | 201-500 Employees | Kochi +2 more,"Job Security, Company Culture, Work Satisfaction"
9360,Aditya Hospital,4.0,71,298,2,Healthcare | 51-200 Employees | 25 years old | Hyderabad +12 more,
9361,Sanghi Brothers,3.2,71,435,4,Auto Components | 501-1k Employees | 73 years old | Indore +5 more,"Promotions / Appraisal, Salary & Benefits"
9362,Vantage Integrated Security Solutions,3.5,71,417,19,Electronics Manufacturing | 51-200 Employees | 33 years old | West Midlands +10 more,
9363,Cloudtail India,4.0,71,595,2,Internet | 501-1k Employees | Startup | 9 years old | Bengaluru +4 more,"Job Security, Salary & Benefits, Skill Development / Learning"
9364,Presto Stantest,3.9,71,290,1,Industrial Machinery | 51-200 Employees | 41 years old | Faridabad +6 more,"Company Culture, Skill Development / Learning, Salary & Benefits"
9365,HERO ECOTECH,4.2,71,465,1,Automobile | 51-200 Employees | Public | 13 years old | Ludhiana +3 more,"Work Life Balance, Job Security, Salary & Benefits"
9366,BCForward,4.2,71,498,19,IT Services & Consulting | 201-500 Employees | 25 years old | Indianapolis +2 more,"Work Satisfaction, Work Life Balance, Salary & Benefits"
9367,Seshasayee Paper & Boards,4.2,71,329,1,Pulp & Paper | 1k-5k Employees | 63 years old | Chennai +4 more,"Work Life Balance, Work Satisfaction, Job Security"
9368,Access Infotech,4.2,71,366,11,IT Services & Consulting | 51-200 Employees | 28 years old | Chandigarh +12 more,"Job Security, Skill Development / Learning, Work Life Balance"
9369,Cascade Revenue Management,2.8,71,396,--,IT Services & Consulting | 201-500 Employees | Kochi +2 more,"Job Security, Company Culture, Work Satisfaction"
9370,Tricolite Electrical Industries,3.9,71,372,--,Electrical Equipment | 51-200 Employees | 64 years old | Sahibabad +6 more,"Job Security, Skill Development / Learning, Company Culture"
9371,Jindal Pipes,3.6,71,351,--,Building Material | 1k-5k Employees | Public | 53 years old | Gurugram +10 more,"Job Security, Work Life Balance"
9372,Kelvion,3.9,71,620,3,Industrial Machinery | 51-200 Employees | 103 years old | Bochum +8 more,
9373,Wadia Techno-Engineering Services,3.6,71,377,--,Engineering & Construction | 51-200 Employees | Public | 63 years old | Mumbai +18 more,"Promotions / Appraisal, Salary & Benefits"
9374,Kich Architectural Products,3.8,71,339,7,Architecture & Interior Design | 51-200 Employees | 20 years old | Rajkot +18 more,"Work Life Balance, Skill Development / Learning"
9375,Synergy Systems & Solutions,4.0,71,444,2,Industrial Automation | 51-200 Employees | 29 years old | Faridabad +11 more,"Job Security, Promotions / Appraisal, Skill Development / Learning"
9376,Tata Interactive Systems,2.7,71,389,--,IT Services & Consulting | 501-1k Employees | 33 years old | Mumbai +20 more,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
9377,Captain Tractors,3.4,71,394,3,Automobile | 51-200 Employees | 29 years old | Rajkot  +10 more,
9378,Malpani Group,4.1,71,452,--,Power | 1k-5k Employees | 129 years old | Sangamner +9 more,"Work Life Balance, Skill Development / Learning, Job Security"
9379,Unicommerce Esolutions,3.7,71,633,56,Software Product | 201-500 Employees | Startup | 11 years old | Gurgaon +2 more,Company Culture
9380,Olam,3.7,71,573,65,FMCG | Forbes Global 2000 | Chennai +10 more,Job Security
9381,SISA Information Security,2.6,71,704,26,Hardware & Networking | 201-500 Employees | 20 years old | Bangalore +10 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9382,SP Software,3.8,71,661,14,IT Services & Consulting | 501-1k Employees | 28 years old | Hyderabad +4 more,Work Life Balance
9383,Prolific Systems & Technologies,4.0,71,454,--,Education & Training | 51-200 Employees | 26 years old | Thane +15 more,"Skill Development / Learning, Work Satisfaction, Company Culture"
9384,Danaher,3.8,71,599,--,Pharma | 1k-5k Employees | Forbes Global 2000 | 39 years old | Washington +10 more,
9385,McGraw-Hill Education,3.6,71,520,4,Printing & Publishing | 201-500 Employees | 4 years old | New York +12 more,Work Life Balance
9386,DiacriTech,3.2,71,513,--,Printing & Publishing | 201-500 Employees | 26 years old | Chennai +3 more,"Company Culture, Work Life Balance, Job Security"
9387,KRIBHCO Fertilizers Limited,4.3,71,263,--,Agro Chemicals | 1-10 Employees | Public | 28 years old | Noida +9 more,"Job Security, Work Life Balance, Salary & Benefits"
9388,SI Group,4.5,71,556,--,Chemicals | 1k-5k Employees | 117 years old | Schenectady +12 more,"Company Culture, Work Life Balance, Salary & Benefits"
9389,W3Global,3.3,71,456,7,Recruitment | 201-500 Employees | 17 years old | Frisco +4 more,
9390,E2E Networks,3.6,71,395,17,Hardware & Networking | 51-200 Employees | Public | 14 years old | Delhi +6 more,
9391,Monotech Systems,4.0,71,534,2,Printing & Publishing | 51-200 Employees | 24 years old | Chennai +12 more,"Work Life Balance, Job Security"
9392,Thakral Services India,3.5,71,305,--,Law Enforcement & Security | 501-1k Employees | 40 years old | Bangalore +9 more,"Promotions / Appraisal, Salary & Benefits"
9393,Information Evolution,3.5,71,568,12,IT Services & Consulting | 201-500 Employees (Global) | 16 years old | Austin +2 more,
9394,KSB Tech,3.8,71,356,--,Industrial Machinery | 51-200 Employees | 18 years old | Pune +4 more,"Job Security, Work Life Balance, Company Culture"
9395,Lexus Motors,3.7,71,303,--,Automobile | 501-1k Employees | 32 years old | Kolkata +8 more,
9396,BASE Educational Services,4.1,71,385,2,Education & Training | 201-500 Employees | 32 years old | Bangalore/Bengaluru +3 more,"Job Security, Work Life Balance"
9397,Divyasree Developers,4.1,71,458,5,Real Estate | 201-500 Employees | 19 years old | Bangalore/Bengaluru +3 more,"Work Life Balance, Work Satisfaction"
9398,Alliance India,4.1,71,490,2,Non-Profit | 51-200 Employees | 24 years old | New York City +14 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9399,Symbiosis International University,4.0,71,486,13,Education & Training | 501-1k Employees | 52 years old | Pune +6 more,"Job Security, Skill Development / Learning"
9400,Magnum Mi Steel,3.7,71,419,--,Iron & Steel | 51-200 Employees | 21 years old | Bawal +7 more,
9401,SHREE AMBA INDUSTRIES,3.5,71,369,--,Auto Components | 1k-5k Employees | 33 years old | New Delhi +8 more,
9402,Bangalore Metro Rail Corporation,3.8,71,509,--,Urban Transport | 201-500 Employees | Central | 12 years old | Bengaluru +3 more,Work Life Balance
9403,Lanco Amarkantak Power,4.5,71,477,--,Power | 1-10 Employees | 22 years old | Gurgaon +5 more,"Work Life Balance, Company Culture, Job Security"
9404,CriticalRiver,3.6,71,706,92,IT Services & Consulting | 201-500 Employees | 9 years old | Pleasanton +2 more,
9405,we-do-IT,4.2,71,445,--,Software Product | 201-500 Employees | 28 years old | Melbourne +1 more,"Company Culture, Work Life Balance, Work Satisfaction"
9406,Hyoseong Electric,3.4,71,518,--,Auto Components | 51-200 Employees | Public | 50 years old | Busan +5 more,Skill Development / Learning
9407,Phronesis Partners,3.2,71,514,--,Analytics & KPO | 201-500 Employees | 10 years old | Boston +1 more,"Work Satisfaction, Skill Development / Learning, Promotions / Appraisal"
9408,Vwr Lab Products,3.8,71,637,--,Pharma | 501-1k Employees | 171 years old | Radnor +2 more,"Job Security, Work Life Balance, Company Culture"
9409,BACS HITECH ENGINEERING,3.9,71,126,1,Engineering & Construction | 501-1k Employees | 5 years old | Bhilai Nagar +23 more,"Work Satisfaction, Skill Development / Learning"
9410,Gopaldas Visram Pvt.ltd,3.6,71,484,--,Pharma | 51-200 Employees | 78 years old | Mumbai +5 more,
9411,Swan Solutions & Services,4.3,71,377,9,IT Services & Consulting | 201-500 Employees | 34 years old | Mumbai +5 more,"Skill Development / Learning, Work Life Balance, Job Security"
9412,Spark Engineering,3.5,71,529,1,Automobile | 51-200 Employees (Global) | 34 years old | Ghaziabad +13 more,
9413,Imperial Electric Company,4.1,71,404,--,Engineering & Construction | 501-1k Employees | 12 years old | Kolkata +15 more,Work Life Balance
9414,Lodha & Company,3.4,71,513,4,Management Consulting | 51-200 Employees | 82 years old | Kolkata +5 more,"Salary & Benefits, Work Life Balance, Promotions / Appraisal"
9415,Ssnr Projects.pvt.ltd,3.8,71,311,--,Engineering & Construction | 51-200 Employees | 11 years old | Visakhapatnam/Vizag +11 more,
9416,Ars Traffic And Transport Technology,3.0,71,478,9,IT Services & Consulting | 51-200 Employees | 26 years old | Nassaulaan +10 more,"Promotions / Appraisal, Salary & Benefits"
9417,Universal Precision Screws,3.4,71,411,--,Industrial Machinery | 51-200 Employees | 17 years old | Rohtak +3 more,"Company Culture, Job Security, Work Satisfaction"
9418,Bhagyalaxmi Rolling mill,3.7,71,291,--,Iron & Steel | 11-50 Employees | 19 years old | Jalna +4 more,Promotions / Appraisal
9419,Chromewell Engineering,3.6,71,541,--,Industrial Machinery | 51-200 Employees | 65 years old | Pune +2 more,
9420,Planit Testing India,3.5,71,913,11,IT Services & Consulting | 201-500 Employees | 26 years old | Sydney +4 more,Skill Development / Learning
9421,Mobiotics,4.9,71,206,3,Software Product | 51-200 Employees | 12 years old | Bangalore +2 more,"Job Security, Skill Development / Learning, Work Life Balance"
9422,Al Mulla Group,4.0,71,279,--,Non-Profit | 10k-50k Employees (Global) | 85 years old | Kuwait City +8 more,"Work Life Balance, Job Security, Work Satisfaction"
9423,Ruparel Realty,3.7,71,503,--,Real Estate | 201-500 Employees | 23 years old | Mumbai +3 more,
9424,TONI&GUY,4.0,71,344,--,Beauty & Personal Care | 1-10 Employees | 60 years old | London +21 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
9425,Mangalore Refinery and Petrochemicals,3.9,71,496,--,Oil & Gas | 1k-5k Employees | Public | 35 years old | Mangaluru/Mangalore +5 more,"Job Security, Work Life Balance, Salary & Benefits"
9426,MODI HYUNDAI,4.2,71,455,--,Automobile | 501-1k Employees (Global) | 14 years old | Mumbai +6 more,"Skill Development / Learning, Company Culture, Salary & Benefits"
9427,Microsoft Global Service Center,3.6,71,700,--,10k-50k Employees | Hyderabad/Secunderabad +7 more,Skill Development / Learning
9428,Mythri Infra,3.2,71,416,--,Engineering & Construction | 51-200 Employees | 4 years old | Visakhapatnam +8 more,"Job Security, Promotions / Appraisal"
9429,Vegazva Engineering,3.6,71,304,17,IT Services & Consulting | 51-200 Employees | 16 years old | Gurgaon/Gurugram +5 more,
9430,Reliance Infocomm Engineering,3.8,71,685,--,Telecom | 10k-50k Employees | Mumbai +38 more,
9431,DM Wayanad Institute of Medical Sciences,3.7,71,203,--,Education & Training | 1k-5k Employees | 13 years old | Meppadi +2 more,Work Life Balance
9432,Geo Designs And Research,4.0,71,513,--,Engineering & Construction | 1-10 Employees | 32 years old | Vadodara/Baroda +15 more,"Job Security, Skill Development / Learning, Work Life Balance"
9433,Sarda Metals & Alloys,4.1,71,372,3,Metals & Mining | 201-500 Employees | Public | 50 years old | Raipur +4 more,"Job Security, Work Life Balance"
