,name,rating,reviews,salaries,jobs,ctypes,rated_for
4141,Kraft Heinz Company,4.5,166,739,12,Food Processing | 501-1k Employees | Forbes Global 2000 | 29 years old | Mumbai +29 more,"Work Life Balance, Salary & Benefits, Job Security"
4142,Indian Steel Corporation,4.1,166,902,--,Iron & Steel | 1k-5k Employees | Public | 19 years old | Indore +8 more,"Job Security, Skill Development / Learning, Work Life Balance"
4143,Ushodaya Enterprises,4.1,166,808,2,FMCG | 51-200 Employees | 49 years old | Hyderabad +25 more,"Job Security, Company Culture, Work Life Balance"
4144,TimesPro,3.4,166,830,76,Education & Training | 501-1k Employees | 10 years old | Mumbai +21 more,Promotions / Appraisal
4145,OnMobile Global,3.8,166,1.6k,--,Telecom | 501-1k Employees | 23 years old | Bangalore +13 more,"Work Life Balance, Company Culture"
4146,Toyota Material Handling,3.8,166,836,--,Industrial Machinery | 201-500 Employees | 67 years old | Gurgaon/Gurugram +24 more,Salary & Benefits
4147,Ibis,4.4,166,634,1,Hospitality | 1-10 Employees | Gurgaon/Gurugram +25 more,"Company Culture, Job Security, Skill Development / Learning"
4148,Towell Engineering Group,3.7,166,544,--,Engineering & Construction | 51-200 Employees | 22 years old | Muscat +10 more,
4149,Escalon Business Services,3.7,166,821,19,Analytics & KPO | 501-1k Employees | 17 years old | Mohali +4 more,
4150,Charak Pharma,3.8,166,749,--,Healthcare | 501-1k Employees | 76 years old | Mumbai +32 more,
4151,ECOS (I) MOBILITY & HOSPITALITY,4.2,166,489,2,Sports & Recreation | 501-1k Employees | 27 years old | New Delhi +12 more,"Company Culture, Skill Development / Learning, Work Life Balance"
4152,Health & Glow,4.1,166,1.2k,3,Beauty & Personal Care | 201-500 Employees | 26 years old | Bangalore/Bengaluru +12 more,"Work Life Balance, Job Security, Skill Development / Learning"
4153,Mayoor School,4.7,166,139,--,Education & Training | 51-200 Employees | 20 years old | Noida +8 more,"Skill Development / Learning, Work Satisfaction, Job Security"
4154,FarEye,2.7,166,1.3k,19,IT Services & Consulting | 501-1k Employees | Startup | 10 years old | Noida +3 more,"Job Security, Skill Development / Learning, Work Life Balance"
4155,American Express Global Business Travel,4.1,166,1.4k,12,Travel & Tourism | 1k-5k Employees | 7 years old | New York +12 more,"Job Security, Work Life Balance, Company Culture"
4156,Shubhalakshmi Polyesters,3.7,166,969,2,Fashion & Textile | 501-1k Employees | Public | 44 years old | Mumbai +10 more,
4157,Medline Industries,4.1,166,1.7k,5,Medical Equipment | 1k-5k Employees | 57 years old | Northfield +4 more,"Company Culture, Job Security, Work Life Balance"
4158,Teleone,3.8,166,883,--,Internet | 501-1k Employees | 25 years old | Delhi/NCR +16 more,"Skill Development / Learning, Job Security, Work Satisfaction"
4159,Ritz-Carlton,4.1,166,577,--,Hospitality | 501-1k Employees | 40 years old | Maryland +15 more,"Company Culture, Job Security, Skill Development / Learning"
4160,SLK Global Solutions,4.1,166,877,--,Bengaluru/Bangalore +6 more,"Company Culture, Skill Development / Learning, Work Life Balance"
4161,Varmora Granito,4.3,166,703,--,Building Material | 51-200 Employees | 30 years old | Mumbai +46 more,"Work Life Balance, Job Security, Company Culture"
4162,Reecomps Teleservices,3.7,166,655,1,Telecom | 1k-5k Employees (Global) | 25 years old | Allahabad +36 more,
4163,Arun Excello,3.6,166,945,--,Real Estate | 501-1k Employees | 36 years old | Chennai +12 more,Promotions / Appraisal
4164,Tata Play Fiber,4.2,166,862,9,51-200 Employees | Mumbai +25 more,"Skill Development / Learning, Company Culture, Salary & Benefits"
4165,Vitesco Technologies,4.3,166,1.1k,16,Auto Components | 1k-5k Employees | 18 years old | Hannover +5 more,"Company Culture, Work Life Balance, Job Security"
4166,Sandvik Mining and Rock Technology,4.2,166,794,--,Industrial Machinery | 1k-5k Employees | Udaipur +19 more,"Salary & Benefits, Job Security, Skill Development / Learning"
4167,British Airways,3.6,165,870,1,Aviation | 201-500 Employees | 104 years old | Harmondsworth +7 more,
4168,Nisa Industrial Services,4.0,165,681,--,Law Enforcement & Security | 51-200 Employees | 50 years old | Mumbai +34 more,"Job Security, Skill Development / Learning"
4169,Kinetic Engineering,3.5,165,853,11,Auto Components | 501-1k Employees | Public | 53 years old | Pune +9 more,"Promotions / Appraisal, Salary & Benefits"
4170,SA Infrastructure Consultants,4.0,165,690,4,Engineering & Construction | 1k-5k Employees | 18 years old | Noida +37 more,Work Life Balance
4171,Hindustan Foods,3.5,165,1.3k,3,FMCG | 1k-5k Employees | Public | 35 years old | Mumbai +21 more,"Promotions / Appraisal, Salary & Benefits"
4172,Annexmed,3.4,165,862,3,BPO | 1k-5k Employees | 19 years old | Chennai +4 more,
4173,Integrated Wireless Solutions,3.9,165,576,2,Telecom | 501-1k Employees | 19 years old | Noida +32 more,Skill Development / Learning
4174,Dayal Fertilizers,4.4,165,434,--,Agro Chemicals | 201-500 Employees | 44 years old | Meerut +34 more,"Job Security, Company Culture, Work Satisfaction"
4175,Vinati Organics,3.8,165,1.2k,--,Chemicals | 501-1k Employees | Public | 34 years old | Mumbai +9 more,Job Security
4176,UGC Supply Chain Solutions,3.6,165,966,--,Logistics | 11-50 Employees | 24 years old | Pune +19 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4177,Girmiti Software,3.9,165,1.1k,6,IT Services & Consulting | 201-500 Employees | 11 years old | Bangalore/Bengaluru +2 more,"Skill Development / Learning, Job Security, Work Life Balance"
4178,Triveni Turbines,3.7,165,1.1k,--,Electrical Equipment | 501-1k Employees | Public | 55 years old | Bangalore/Bengaluru +12 more,Job Security
4179,IDMC,3.9,165,861,1,Industrial Machinery | 501-1k Employees | 45 years old | Vitthal Udyognagar +10 more,"Job Security, Skill Development / Learning"
4180,Balrampur Chini Mills,4.0,165,712,--,Food Processing | 1k-5k Employees | Public | 48 years old | Kolkata +11 more,Salary & Benefits
4181,Integrated Wireless Solutions,3.9,165,576,2,Telecom | 501-1k Employees | 19 years old | Noida +32 more,Skill Development / Learning
4182,Annexmed,3.4,165,862,3,BPO | 1k-5k Employees | 19 years old | Chennai +4 more,
4183,Drake & Scull International PJSC,3.9,165,346,--,Engineering & Construction | 51-200 Employees | 142 years old | Dubai +13 more,
4184,KHY ELECTRONIC,3.6,165,736,--,11-50 Employees | Noida +6 more,
4185,TerraCIS Technologies,3.7,165,389,--,IT Services & Consulting | 1k-5k Employees | Public | 30 years old | Gurgaon/Gurugram +35 more,Work Life Balance
4186,Accutest Research Laboratories,3.9,164,878,3,Clinical Research | 201-500 Employees | 25 years old | Navi Mumbai +5 more,"Work Life Balance, Company Culture, Work Satisfaction"
4187,Aujas Cybersecurity,3.9,164,1.6k,55,Software Product | 501-1k Employees | 15 years old | Bangalore/Bengaluru +8 more,"Job Security, Salary & Benefits, Company Culture"
4188,Impresario Entertainment & Hospitality,3.9,164,764,--,Travel & Tourism | 1k-5k Employees | 22 years old | Mumbai +14 more,"Work Life Balance, Skill Development / Learning, Job Security"
4189,Sun Vacuum Formers,3.8,164,822,--,Auto Components | 51-200 Employees | 37 years old | Delhi/NCR +7 more,"Job Security, Skill Development / Learning"
4190,E2logy Software Solutions,4.4,164,219,--,IT Services & Consulting | 51-200 Employees | 18 years old | Ahmedabad +2 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4191,JNET Technologies,4.2,164,852,6,IT Services & Consulting | 501-1k Employees | 16 years old | Hyderabad/Secunderabad +21 more,"Company Culture, Skill Development / Learning, Salary & Benefits"
4192,ReachLocal Services,3.4,164,939,31,Marketing & Advertising | 501-1k Employees | 13 years old | Mumbai +5 more,Work Life Balance
4193,Shreya Life Sciences,3.4,164,643,--,Pharma | 501-1k Employees | 22 years old | Mumbai +31 more,Salary & Benefits
4194,Citizens Alliance,4.5,164,71,3,501-1k Employees (Global) | 8 years old | Noida +5 more,"Company Culture, Work Life Balance, Work Satisfaction"
4195,Ceat Specialty Tyres,4.0,164,916,--,Auto Components | 51-200 Employees | 99 years old | Mumbai +22 more,"Job Security, Company Culture, Skill Development / Learning"
4196,Lulu International Shopping Mall,4.0,164,1.2k,--,Real Estate | 51-200 Employees | 10 years old | Kerala +16 more,"Job Security, Skill Development / Learning, Work Life Balance"
4197,Bonn Group,3.7,164,821,--,FMCG | 1k-5k Employees | 38 years old | Ludhiana +15 more,
4198,Ways2excel,4.2,164,48,--,EdTech | 51-200 Employees | Kolkata +1 more,"Skill Development / Learning, Company Culture, Salary & Benefits"
4199,Zucol Group,3.0,164,536,10,IT Services & Consulting | 501-1k Employees | 13 years old | Gurgaon/Gurugram +7 more,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
4200,Tata nexarc,3.4,164,554,1,IT Services & Consulting | 201-500 Employees | 3 years old | Mumbai +11 more,"Job Security, Promotions / Appraisal"
4201,kipi.bi,4.5,164,416,4,IT Services & Consulting | 201-500 Employees | Hyderabad/Secunderabad +5 more,"Skill Development / Learning, Company Culture, Work Satisfaction"
4202,Laxmi Civil Engineering Services,4.3,163,727,22,Engineering & Construction | 201-500 Employees | 23 years old | Kolhapur +36 more,"Company Culture, Job Security, Work Life Balance"
4203,Milk Mantra Dairy,3.7,163,791,--,Food Processing | 201-500 Employees | 14 years old | Bhubaneswar +17 more,
4204,Sai Service,4.0,163,1.1k,2,Automobile | 501-1k Employees | 38 years old | Pune +26 more,"Skill Development / Learning, Job Security, Company Culture"
4205,Pha India,3.5,163,842,--,Auto Components | 1k-5k Employees | 24 years old | Sriperumbudur +7 more,
4206,Raj Petro Specialities,4.0,163,1k,--,Oil & Gas | 501-1k Employees | 81 years old | Mumbai +20 more,"Company Culture, Job Security"
4207,Webtel Electrosoft,4.1,163,866,11,IT Services & Consulting | 201-500 Employees | 23 years old | Delhi/NCR +12 more,"Job Security, Work Life Balance, Company Culture"
4208,APM Terminals,4.5,163,730,10,Ports & Shipping | 501-1k Employees | 22 years old | The Hague +16 more,"Work Life Balance, Company Culture, Work Satisfaction"
4209,Kalyani Forge,3.2,163,808,7,Iron & Steel | 501-1k Employees | Public | 44 years old | Pune +3 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4210,Star Wire India,4.2,163,1k,2,Industrial Machinery | 501-1k Employees | 42 years old | Faridabad +2 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
4211,JSG Group,3.6,163,1.1k,23,Auto Components | 51-200 Employees | 13 years old | Kundli +7 more,
4212,Balaji Action Buildwell,3.8,163,775,--,1k-5k Employees | 33 years old | Delhi/NCR +19 more,Job Security
4213,Preethi Kitchen Appliances,4.3,163,729,--,Electronics Manufacturing | 1k-5k Employees | 45 years old | Chennai +36 more,"Company Culture, Skill Development / Learning, Job Security"
4214,Olympus,3.9,163,906,--,Healthcare | 201-500 Employees | Forbes Global 2000 | 13 years old | Tokyo +17 more,"Job Security, Work Life Balance"
4215,iBall,3.6,163,668,--,Consumer Electronics & Appliances | 501-1k Employees | 22 years old | Mumbai +36 more,
4216,Autodesk,4.3,163,1.7k,44,Software Product | 1k-5k Employees | Public | 41 years old | San Francisco +18 more,"Work Life Balance, Company Culture, Job Security"
4217,GE Transportation,4.2,163,1.2k,--,Industrial Machinery | 1k-5k Employees | Public | 116 years old |  Pittsburgh +10 more,"Job Security, Work Life Balance, Skill Development / Learning"
4218,Government of Andhra Pradesh,3.7,163,844,2,Government | 1 Lakh+ Employees | Public | 70 years old | Velagapudi +52 more,Promotions / Appraisal
4219,Plastic Omnium,3.8,163,1.2k,4,Automobile | 201-500 Employees | 77 years old | Levallois-Perret +9 more,
4220,Eastern Software Systems,3.1,163,1.1k,--,IT Services & Consulting | 201-500 Employees | 33 years old | Noida +7 more,"Job Security, Company Culture"
4221,Confederation of Indian Industry,3.5,163,1.4k,8,Law Enforcement & Security | 5k-10k Employees | Central | 128 years old | Delhi/NCR +29 more,"Promotions / Appraisal, Salary & Benefits"
4222,Verse Innovation,3.6,163,1.1k,18,Internet | 501-1k Employees | 16 years old | Bangalore/Bengaluru +12 more,
4223,Oncquest Laboratories,3.7,163,784,--,Healthcare | 201-500 Employees | 23 years old | Delhi/NCR +24 more,
4224,J. C. Penney,4.3,163,1.6k,37,Retail | 501-1k Employees | 121 years old | Plano +7 more,"Work Life Balance, Company Culture, Job Security"
4225,MBL Infrastructure Limited,3.8,163,583,23,Engineering & Construction | 201-500 Employees | Public | 28 years old | Delhi/NCR +18 more,
4226,Rakon,3.5,163,880,--,Electronics Manufacturing | 201-500 Employees | 56 years old | Bangalore/Bengaluru +4 more,Job Security
4227,Sophos Technologies,3.9,163,1.4k,22,Software Product | 1k-5k Employees | 38 years old | Abingdon +6 more,
4228,Special Technical Services,4.2,163,613,--,Oil & Gas | 201-500 Employees | 43 years old | Muscat +10 more,"Skill Development / Learning, Company Culture, Salary & Benefits"
4229,Muthoot Housing Finance Company,4.2,163,845,2,NBFC | 501-1k Employees | 13 years old | Mumbai +60 more,"Skill Development / Learning, Work Life Balance, Job Security"
4230,APOLLO POWER SYSTEMS,4.0,163,627,2,Electrical Equipment | 1k-5k Employees | 38 years old | Bangalore/Bengaluru +8 more,"Work Life Balance, Skill Development / Learning"
4231,Ratna Sagar,3.8,163,773,22,Printing & Publishing | 501-1k Employees | 41 years old | Delhi/NCR +22 more,"Work Life Balance, Salary & Benefits"
4232,Indo Nissin Foods,4.2,163,618,--,Food Processing | 201-500 Employees | 65 years old | Bangalore/Bengaluru +29 more,"Company Culture, Work Life Balance, Job Security"
4233,"Apollo Gleneagles Hospitals, Kolkata",4.2,163,546,--,Healthcare | 501-1k Employees | 20 years old | Kolkata +1 more,"Job Security, Skill Development / Learning, Work Life Balance"
4234,Koye Pharmaceuticals,3.3,163,562,--,Pharma | 1k-5k Employees | 10 years old | Mumbai +28 more,"Promotions / Appraisal, Job Security, Salary & Benefits"
4235,Abu Dhabi National Hotels,4.3,163,317,--,Hospitality | 51-200 Employees | 47 years old | Abu Dhabi +11 more,"Job Security, Skill Development / Learning, Company Culture"
4236,Chhatrapati Shivaji International Airport,3.9,163,1.3k,--,Real Estate | 1k-5k Employees | Public | 17 years old | Mumbai +6 more,
4237,MAN Energy Solutions,3.7,163,1.1k,3,Industrial Machinery | 201-500 Employees | 13 years old | Augsburg +8 more,"Work Life Balance, Job Security"
4238,A.O. Smith,3.9,162,683,--,Consumer Electronics & Appliances | 1k-5k Employees | 149 years old | Milwaukee +31 more,Salary & Benefits
4239,Stedman Pharmaceuticals,4.4,162,255,6,Pharma | 201-500 Employees | 32 years old | Chennai +35 more,"Skill Development / Learning, Company Culture, Work Life Balance"
4240,Avontix,4.1,162,536,2,IT Services & Consulting | 51-200 Employees | 9 years old | Hyderabad/Secunderabad +1 more,"Skill Development / Learning, Job Security, Company Culture"
4241,Zamil Steel Buildings India,4.0,162,915,--,Engineering & Construction | 201-500 Employees | 15 years old | Pune +16 more,"Job Security, Work Life Balance, Skill Development / Learning"
4242,HomeShop18,4.2,162,644,--,Internet | 501-1k Employees | 15 years old | Noida +12 more,"Work Life Balance, Company Culture, Skill Development / Learning"
4243,Ceragon Networks,4.2,162,754,17,Telecom | 501-1k Employees | 27 years old | Tel Aviv +27 more,"Work Life Balance, Job Security, Company Culture"
4244,Cogencis Information Services,3.9,162,861,10,IT Services & Consulting | 501-1k Employees | 16 years old | Mumbai +6 more,Job Security
4245,ADARSH DEVELOPERS,4.4,162,670,2,Engineering & Construction | 501-1k Employees | 35 years old | Bangalore/Bengaluru +4 more,"Job Security, Work Life Balance, Work Satisfaction"
4246,Scope eKnowledge Center,3.6,162,761,--,IT Services & Consulting | 201-500 Employees | 36 years old | Chennai +5 more,"Promotions / Appraisal, Salary & Benefits"
4247,LatentView Analytics,3.9,162,1.6k,12,IT Services & Consulting | 501-1k Employees | 17 years old | Princeton +4 more,"Company Culture, Skill Development / Learning, Job Security"
4248,FICO,4.0,162,1.7k,20,Analytics & KPO | 1k-5k Employees | 67 years old | San Jose +5 more,"Work Life Balance, Company Culture, Job Security"
4249,International Travel House,4.2,162,755,5,Hospitality | 501-1k Employees | Public | 42 years old | Gurgaon/Gurugram +17 more,"Company Culture, Work Life Balance, Work Satisfaction"
4250,Duroshox,3.6,162,844,3,Auto Components | 51-200 Employees | 36 years old | Pune +2 more,Skill Development / Learning
4251,Dev Information Technology,3.8,162,957,3,IT Services & Consulting | 501-1k Employees | Public | 26 years old | Ahmedabad +29 more,"Work Life Balance, Company Culture, Job Security"
4252,Med Manor Organics,3.4,162,616,--,Pharma | 51-200 Employees | 25 years old | Hyderabad/Secunderabad +29 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4253,Venus Industrial Corporation,4.0,162,989,--,Industrial Machinery | 1-10 Employees | 51 years old | Faridabad +12 more,"Work Life Balance, Skill Development / Learning"
4254,Indo Rama Synthetics (i),3.5,162,783,--,Fashion & Textile | 51-200 Employees | Public | 37 years old | Gurgaon/Gurugram +11 more,Job Security
4255,Keller Ground Engineering,4.1,162,652,1,Engineering & Construction | 501-1k Employees | 163 years old | London +21 more,"Skill Development / Learning, Company Culture, Salary & Benefits"
4256,MUNDRA SOLAR TECHNOPARK,4.0,162,645,--,Industrial Machinery | 201-500 Employees | 8 years old | Ahmedabad +12 more,"Company Culture, Skill Development / Learning, Job Security"
4257,Brane Enterprises,3.2,162,1k,20,Software Product | 1k-5k Employees | 6 years old | Hyderabad/Secunderabad +3 more,Work Satisfaction
4258,Link Group,3.8,162,1.1k,20,Financial Services | 51-200 Employees | Mumbai +5 more,"Work Life Balance, Job Security"
4259,Vishvaraj Infrastructure,4.1,161,966,12,Waste Management | 201-500 Employees | Public | 24 years old | Nagpur +27 more,"Job Security, Salary & Benefits, Skill Development / Learning"
4260,Innoplexus,4.0,161,473,14,IT Services & Consulting | 201-500 Employees | Startup | 8 years old | Eschborn,"Work Life Balance, Company Culture, Skill Development / Learning"
4261,Cubastion Consulting,4.1,161,701,17,IT Services & Consulting | 201-500 Employees | 17 years old | Gurgaon +2 more,"Promotions / Appraisal, Job Security, Skill Development / Learning"
4262,DST Worldwide Services,4.0,161,1.5k,3,Hyderabad/Secunderabad +4 more,"Work Life Balance, Job Security, Company Culture"
4263,eMudhra,3.4,161,1.4k,4,Software Product | 501-1k Employees | 15 years old | Bangalore/Bengaluru +14 more,Promotions / Appraisal
4264,Internshala,4.0,161,480,27,Education & Training | 5k-10k Employees | 13 years old | Gurgaon +17 more,"Work Life Balance, Company Culture, Work Satisfaction"
4265,Cummins Generator Technologies,4.3,161,733,--,Industrial Machinery | 5k-10k Employees | 32 years old | Ahmednagar +16 more,"Company Culture, Work Life Balance, Salary & Benefits"
4266,Della Adventure Resort,3.9,161,867,--,Hospitality | 501-1k Employees | 32 years old | Lonavla +12 more,
4267,Mol Information Processing Services India,4.1,161,899,2,IT Services & Consulting | 51-200 Employees | 26 years old | Kolkata +6 more,"Job Security, Work Life Balance, Company Culture"
4268,New Allenberry Works,3.4,161,879,--,Power | 201-500 Employees | 52 years old | Faridabad +8 more,Promotions / Appraisal
4269,Saudi Electricity Company,4.6,161,420,--,Power | 201-500 Employees | Forbes Global 2000 | 23 years old | Riyadh +16 more,"Work Life Balance, Work Satisfaction, Job Security"
4270,Archirodon,3.9,161,327,--,Engineering & Construction | 201-500 Employees | 64 years old | Dordrecht +13 more,"Skill Development / Learning, Company Culture, Work Satisfaction"
4271,SBI Payment Services,4.1,161,914,37,Financial Services | 1k-5k Employees | 13 years old | Mumbai +76 more,"Work Life Balance, Work Satisfaction, Company Culture"
4272,Radnik Exports,3.9,161,753,--,Fashion & Textile | 201-500 Employees | 42 years old | Delhi/NCR +5 more,"Work Life Balance, Salary & Benefits, Company Culture"
4273,Apollo Diagnostics,4.2,161,631,--,Healthcare | 201-500 Employees | 8 years old | Hyderabad +39 more,"Skill Development / Learning, Work Satisfaction, Company Culture"
4274,S G Encon,3.5,161,550,--,Engineering & Construction | 10k-50k Employees | 15 years old | Panchkula +31 more,
4275,Barmalt Malting,3.8,161,881,4,Food Processing | 201-500 Employees | 56 years old | Gurgaon/Gurugram +5 more,
4276,Kanpur Plastipack,3.7,161,684,1,Packaging | 1k-5k Employees | Public | 52 years old | Kanpur +2 more,Work Life Balance
4277,PMT Machines,3.5,161,983,1,Industrial Machinery | 51-200 Employees | 62 years old | Pune +9 more,Company Culture
4278,Innoval Digital Solutions,4.6,161,342,3,Software Product | 201-500 Employees | 26 years old | Trivandrum/Thiruvananthapuram +5 more,"Job Security, Work Life Balance, Skill Development / Learning"
4279,SNVA Ventures,3.6,161,724,161,IT Services & Consulting | 201-500 Employees | 14 years old | Waldorf +3 more,
4280,Apollo Diagnostics,4.2,161,631,--,Healthcare | 201-500 Employees | 8 years old | Hyderabad +39 more,"Skill Development / Learning, Work Satisfaction, Company Culture"
4281,Radnik Exports,3.9,161,753,--,Fashion & Textile | 201-500 Employees | 42 years old | Delhi/NCR +5 more,"Work Life Balance, Salary & Benefits, Company Culture"
4282,Radio Mirchi,3.6,161,1.1k,2,Broadcasting | 501-1k Employees | Mumbai +41 more,Company Culture
4283,Innoval Digital Solutions,4.6,161,342,3,Software Product | 201-500 Employees | 26 years old | Trivandrum/Thiruvananthapuram +5 more,"Job Security, Work Life Balance, Skill Development / Learning"
4284,National Highways Authority of India,4.0,160,879,--,Engineering & Construction | 5k-10k Employees (Global) | Public | 35 years old | Delhi/NCR +86 more,"Skill Development / Learning, Company Culture, Work Life Balance"
4285,Bharathi Cement,4.2,160,682,2,Building Material | 1k-5k Employees | 24 years old |  Hyderabad +32 more,"Work Life Balance, Company Culture, Job Security"
4286,Century Pulp & Paper,4.1,160,913,--,Pulp & Paper | 201-500 Employees | 39 years old | Nainital +14 more,"Job Security, Work Life Balance, Skill Development / Learning"
4287,CyberSWIFT Infotech,3.8,160,398,4,IT Services & Consulting | 501-1k Employees | 26 years old | Worthington +7 more,
4288,Borgwarner Emission System,3.9,160,1.1k,--,Automobile | 501-1k Employees | Forbes Global 2000 | 95 years old | Auburn Hills +10 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits"
4289,Govt. Medical College,4.3,160,880,--,Education & Training | 1k-5k Employees | State | Patiala +52 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
4290,Trimble,4.3,160,1.5k,26,IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 45 years old | Sunnyvale +10 more,"Work Life Balance, Company Culture, Job Security"
4291,SMS Group,4.2,160,912,--,Industrial Machinery | 1k-5k Employees | 152 years old | Düsseldorf +13 more,"Work Life Balance, Job Security, Skill Development / Learning"
4292,Sukhbir Agro Energy,3.5,160,922,9,Food Processing | 501-1k Employees | Conglomerate | 24 years old | Delhi/NCR +21 more,
4293,Praxis Services,3.4,160,759,13,Management Consulting | 201-500 Employees (Global) | 12 years old | Gurugram +5 more,Promotions / Appraisal
4294,Can Fin Homes,3.6,160,730,--,NBFC | 501-1k Employees | Public | 36 years old | Bangalore +56 more,Job Security
4295,Cadsys,4.0,160,450,2,IT Services & Consulting | 201-500 Employees | Public | 34 years old | Hyderabad/Secunderabad +4 more,"Job Security, Skill Development / Learning, Company Culture"
4296,All India Radio,4.3,160,664,--,Broadcasting | 1k-5k Employees | 93 years old | Delhi/NCR +61 more,"Work Life Balance, Company Culture, Skill Development / Learning"
4297,Sajjan India,3.7,160,1.1k,6,Chemicals | 51-200 Employees | Public | 118 years old | Mumbai +8 more,
4298,Rasna,3.6,160,587,--,Food Processing | 201-500 Employees | 47 years old | Ahmedabad +35 more,
4299,Emerald Jewel Industry India,3.8,160,1.2k,--,Jewellery | 51-200 Employees | Public | 39 years old | Coimbatore +9 more,Job Security
4300,Rubicon Research,3.4,160,1.3k,15,Clinical Research | 201-500 Employees | 24 years old | Atlanta +10 more,Promotions / Appraisal
4301,Century Enka,4.1,160,795,6,Fashion & Textile | 501-1k Employees | Public | 58 years old | Pune +9 more,"Job Security, Skill Development / Learning, Company Culture"
4302,Beam Suntory,4.3,160,626,8,501-1k Employees | 9 years old | Chicago +37 more,"Company Culture, Salary & Benefits, Job Security"
4303,MJ Biopharm,3.6,160,873,7,Pharma | 201-500 Employees | 36 years old | Mumbai +7 more,
4304,Vidya Mandir Classes,3.9,160,808,1,EdTech | 1-10 Employees | 34 years old | New Delhi +35 more,"Work Life Balance, Company Culture, Job Security"
4305,Ketto,4.2,160,447,113,Internet | 201-500 Employees | Startup | 11 years old | Mumbai +4 more,"Company Culture, Work Satisfaction, Work Life Balance"
4306,Automotive Robotics (India),3.7,160,1.6k,33,Industrial Automation | 501-1k Employees | 22 years old | East Peoria +5 more,
4307,Ikya Human Capital,4.1,160,940,--,Recruitment | Gurgaon/Gurugram +52 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits"
4308,Nandi Toyota,4.0,160,594,--,201-500 Employees | 22 years old | Bengaluru +4 more,"Company Culture, Job Security, Skill Development / Learning"
4309,HIVELOOP LOGISTICS,4.2,160,73,--,Bengaluru/Bangalore +59 more,"Salary & Benefits, Skill Development / Learning, Company Culture"
4310,Gangar Eyenation,4.1,160,614,18,Retail | 501-1k Employees | 46 years old | Mumbai +18 more,"Skill Development / Learning, Work Life Balance, Job Security"
4311,Aditya Birla Memorial Hospital,3.5,159,723,--,Healthcare | 1k-5k Employees (Global) | 20 years old | Pune +4 more,
4312,Carzonrent,3.7,159,707,--,Travel & Tourism | 51-200 Employees | 23 years old | Delhi +14 more,
4313,Service Master Clean,4.1,159,727,--,Facility Management Services | 1k-5k Employees | 94 years old | Chicago +37 more,"Job Security, Work Life Balance, Skill Development / Learning"
4314,JCT,3.7,159,740,1,Fashion & Textile | 1k-5k Employees | Public | 77 years old | Hoshiarpur +12 more,Work Life Balance
4315,Hurix Systems,3.3,159,1.3k,31,Software Product | 1k-5k Employees | 23 years old | Mumbai +4 more,Promotions / Appraisal
4316,Bharti Foundation,4.1,159,492,1,Non-Profit | 1k-5k Employees | 23 years old | Gurugram +28 more,"Company Culture, Salary & Benefits, Work Life Balance"
4317,Sudhir Power,3.7,159,976,--,Power | 1k-5k Employees | 50 years old | Gurgaon/Gurugram +26 more,
4318,SEW Infrastructure,4.1,159,563,1,Engineering & Construction | 1k-5k Employees | 63 years old | Hyderabad/Secunderabad +19 more,"Work Satisfaction, Company Culture, Skill Development / Learning"
4319,TAL Manufacturing Solutions,3.8,159,827,4,Industrial Machinery | 501-1k Employees | 23 years old | Pune +4 more,"Job Security, Skill Development / Learning"
4320,RG Stone Urology & Laparoscopy Hospital,4.3,159,657,65,Healthcare | 201-500 Employees | 37 years old | Delhi/NCR +12 more,"Job Security, Skill Development / Learning, Company Culture"
4321,Lion Engineering Consultants,3.6,159,622,--,Engineering & Construction | 1k-5k Employees | 21 years old | Bhopal +38 more,
4322,Trigyn Technologies,3.5,159,1.4k,19,501-1k Employees | Public | 37 years old | Edison +11 more,Work Life Balance
4323,Onicra Credit Rating Agency,3.0,159,503,--,FinTech | 501-1k Employees | Public | 30 years old | Delhi/NCR +32 more,"Job Security, Salary & Benefits, Promotions / Appraisal"
4324,Weatherford,4.1,159,724,18,Oil & Gas | 1k-5k Employees | Forbes Global 2000 | 82 years old | Houston +17 more,"Work Life Balance, Company Culture, Work Satisfaction"
4325,Compuage Infocom,3.9,159,1.1k,6,Hardware & Networking | 501-1k Employees | Public | 36 years old | Mumbai +38 more,"Company Culture, Work Life Balance, Salary & Benefits"
4326,Essae Digitronics,3.9,159,761,--,Electronics Manufacturing | 51-200 Employees | 27 years old | Bangalore/Bengaluru +24 more,"Company Culture, Skill Development / Learning"
4327,Dhampur Sugar Mills,3.6,159,793,--,Agro Chemicals | 1k-5k Employees | Public | 90 years old | Delhi/NCR +15 more,
4328,The Institute Of Chartered Accountants,4.2,159,1.2k,2,Education & Training | 51-200 Employees | Central | 74 years old | New Delhi +43 more,"Work Life Balance, Company Culture, Skill Development / Learning"
